Product_id:  Product_name:  Product_model:  From:   To:  Quantity: Month:   Week:  Year:
118       RAM            M9            Mymensingh      Bogra   75      June   Week3   2014
95       CPU            M7            Khulna      Bogra   68      June   Week3   2014
107       RAM            M3            Jessore      Bogra   104      June   Week3   2014
81       Watch            M6            Mymensingh      Bogra   99      June   Week3   2014
99       Fan            M7            Rajshahi      Bogra   74      June   Week3   2014
70       Freeze            M0            Rajshahi      Bogra   103      June   Week3   2014
82       CPU            M9            Jessore      Bogra   43      June   Week3   2014
43       TV            M6            Khulna      Bogra   45      June   Week3   2014
127       Motor            M5            Rangpur      Bogra   41      June   Week4   2014
79       Fan            M3            Jessore      Bogra   79      June   Week4   2014
134       RAM            M6            Mymensingh      Bogra   36      June   Week4   2014
149       RAM            M1            Bogra      Bogra   77      June   Week4   2014
60       Fan            M6            Mymensingh      Bogra   91      June   Week4   2014
119       Mobile            M9            Bogra      Bogra   52      June   Week4   2014
92       Watch            M1            Mymensingh      Bogra   32      June   Week4   2014
36       Motor            M8            Sylhet      Bogra   29      June   Week4   2014
82       CPU            M9            Rajshahi      Bogra   107      June   Week4   2014
189       Fan            M8            Khulna      Bogra   73      June   Week4   2014
145       TV            M0            Chittagong      Bogra   51      June   Week1   2014
36       Motor            M8            Rajshahi      Bogra   77      June   Week1   2014
132       Watch            M8            Sylhet      Bogra   110      June   Week1   2014
42       RAM            M5            Bogra      Bogra   103      June   Week1   2014
120       Watch            M9            Barisal      Bogra   112      June   Week1   2014
72       Watch            M7            Jessore      Bogra   67      June   Week1   2014
138       Motor            M6            Mymensingh      Bogra   56      June   Week1   2014
116       Motor            M0            Barisal      Bogra   106      June   Week1   2014
150       Watch            M0            Dhaka      Bogra   45      June   Week1   2014
107       RAM            M3            Rangpur      Bogra   41      June   Week1   2014
156       Freeze            M8            Dhaka      Bogra   41      June   Week2   2014
181       Car            M4            Chittagong      Bogra   110      June   Week2   2014
80       Car            M3            Chittagong      Bogra   40      June   Week2   2014
134       RAM            M6            Rajshahi      Bogra   20      June   Week2   2014
185       Car            M5            Rangpur      Bogra   25      June   Week2   2014
140       Car            M9            Rajshahi      Bogra   86      June   Week2   2014
154       Motor            M1            Sylhet      Bogra   66      June   Week2   2014
177       Computer            M0            Chittagong      Bogra   88      June   Week2   2014
140       Car            M9            Barisal      Bogra   43      June   Week2   2014
133       Freeze            M5            Rangpur      Bogra   104      June   Week2   2014
111       Car            M0            Jessore      Bogra   55      June   Week3   2014
140       Car            M9            Barisal      Bogra   69      June   Week3   2014
114       TV            M4            Dhaka      Bogra   33      June   Week3   2014
103       Car            M8            Bogra      Bogra   106      June   Week3   2014
140       Car            M9            Jessore      Bogra   78      June   Week3   2014
63       Freeze            M1            Bogra      Bogra   55      June   Week3   2014
87       Mobile            M3            Dhaka      Bogra   97      June   Week3   2014
37       Motor            M9            Sylhet      Bogra   69      June   Week3   2014
91       Watch            M3            Barisal      Bogra   113      June   Week3   2014
54       Computer            M9            Chittagong      Bogra   109      June   Week3   2014
133       Freeze            M5            Rajshahi      Bogra   112      June   Week4   2014
118       RAM            M9            Chittagong      Bogra   41      June   Week4   2014
134       RAM            M6            Jessore      Bogra   98      June   Week4   2014
87       Mobile            M3            Barisal      Bogra   97      June   Week4   2014
81       Watch            M6            Rajshahi      Bogra   57      June   Week4   2014
118       RAM            M9            Bogra      Bogra   38      June   Week4   2014
36       Motor            M8            Bogra      Bogra   118      June   Week4   2014
80       Car            M3            Sylhet      Bogra   53      June   Week4   2014
52       Fan            M2            Mymensingh      Bogra   50      June   Week4   2014
125       CPU            M4            Dhaka      Bogra   115      June   Week4   2014
74       Car            M7            Sylhet      Bogra   89      June   Week1   2014
150       Watch            M0            Dhaka      Bogra   50      June   Week1   2014
194       Car            M6            Bogra      Bogra   73      June   Week1   2014
145       TV            M0            Rajshahi      Bogra   61      June   Week1   2014
95       CPU            M7            Rangpur      Bogra   31      June   Week1   2014
114       TV            M4            Khulna      Bogra   95      June   Week1   2014
92       Watch            M1            Barisal      Bogra   115      June   Week1   2014
111       Car            M0            Rajshahi      Bogra   36      June   Week1   2014
79       Fan            M3            Barisal      Bogra   100      June   Week1   2014
19       CPU            M8            Dhaka      Bogra   102      June   Week1   2014
92       Watch            M1            Sylhet      Bogra   68      June   Week2   2014
36       Motor            M8            Mymensingh      Bogra   104      June   Week2   2014
99       Fan            M7            Jessore      Bogra   55      June   Week2   2014
99       Fan            M7            Mymensingh      Bogra   49      June   Week2   2014
87       Mobile            M3            Chittagong      Bogra   60      June   Week2   2014
120       Watch            M9            Dhaka      Bogra   97      June   Week2   2014
82       CPU            M9            Chittagong      Bogra   25      June   Week2   2014
125       CPU            M4            Barisal      Bogra   57      June   Week2   2014
36       Motor            M8            Chittagong      Bogra   55      June   Week2   2014
189       Fan            M8            Bogra      Bogra   119      June   Week2   2014
157       RAM            M8            Mymensingh      Bogra   46      July   Week1   2014
119       Mobile            M9            Chittagong      Bogra   78      July   Week1   2014
37       Motor            M9            Barisal      Bogra   20      July   Week1   2014
72       Watch            M7            Sylhet      Bogra   73      July   Week1   2014
118       RAM            M9            Rangpur      Bogra   50      July   Week1   2014
91       Watch            M3            Rajshahi      Bogra   36      July   Week1   2014
133       Freeze            M5            Jessore      Bogra   92      July   Week1   2014
118       RAM            M9            Rajshahi      Bogra   36      July   Week1   2014
162       Freeze            M9            Rajshahi      Bogra   45      July   Week1   2014
132       Watch            M8            Rajshahi      Bogra   27      July   Week1   2014
38       Fan            M5            Bogra      Bogra   79      July   Week2   2014
125       CPU            M4            Chittagong      Bogra   20      July   Week2   2014
74       Car            M7            Khulna      Bogra   70      July   Week2   2014
72       Watch            M7            Mymensingh      Bogra   78      July   Week2   2014
36       Motor            M8            Barisal      Bogra   57      July   Week2   2014
70       Freeze            M0            Khulna      Bogra   73      July   Week2   2014
77       CPU            M3            Bogra      Bogra   106      July   Week2   2014
99       Fan            M7            Jessore      Bogra   90      July   Week2   2014
63       Freeze            M1            Khulna      Bogra   74      July   Week2   2014
100       TV            M8            Dhaka      Bogra   115      July   Week2   2014
91       Watch            M3            Rangpur      Bogra   33      July   Week3   2014
125       CPU            M4            Chittagong      Bogra   67      July   Week3   2014
125       CPU            M4            Mymensingh      Bogra   77      July   Week3   2014
51       Car            M2            Dhaka      Bogra   65      July   Week3   2014
140       Car            M9            Jessore      Bogra   71      July   Week3   2014
156       Freeze            M8            Sylhet      Bogra   49      July   Week3   2014
118       RAM            M9            Mymensingh      Bogra   56      July   Week3   2014
49       Mobile            M0            Bogra      Bogra   48      July   Week3   2014
145       TV            M0            Khulna      Bogra   72      July   Week3   2014
77       CPU            M3            Khulna      Bogra   44      July   Week3   2014
70       Freeze            M0            Bogra      Bogra   97      July   Week4   2014
103       Car            M8            Chittagong      Bogra   60      July   Week4   2014
70       Freeze            M0            Rangpur      Bogra   95      July   Week4   2014
36       Motor            M8            Sylhet      Bogra   31      July   Week4   2014
88       Fan            M1            Dhaka      Bogra   93      July   Week4   2014
134       RAM            M6            Dhaka      Bogra   97      July   Week4   2014
80       Car            M3            Bogra      Bogra   34      July   Week4   2014
188       CPU            M6            Jessore      Bogra   27      July   Week4   2014
63       Freeze            M1            Jessore      Bogra   107      July   Week4   2014
194       Car            M6            Rajshahi      Bogra   59      July   Week4   2014
77       CPU            M3            Rangpur      Bogra   51      July   Week1   2014
162       Freeze            M9            Chittagong      Bogra   116      July   Week1   2014
72       Watch            M7            Dhaka      Bogra   73      July   Week1   2014
133       Freeze            M5            Barisal      Bogra   117      July   Week1   2014
132       Watch            M8            Barisal      Bogra   115      July   Week1   2014
127       Motor            M5            Dhaka      Bogra   22      July   Week1   2014
26       Fan            M0            Rajshahi      Bogra   21      July   Week1   2014
107       RAM            M3            Chittagong      Bogra   44      July   Week1   2014
119       Mobile            M9            Chittagong      Bogra   61      July   Week1   2014
26       Fan            M0            Mymensingh      Bogra   101      July   Week1   2014
106       Fan            M4            Chittagong      Bogra   28      July   Week2   2014
114       TV            M4            Rajshahi      Bogra   117      July   Week2   2014
127       Motor            M5            Mymensingh      Bogra   99      July   Week2   2014
19       CPU            M8            Rangpur      Bogra   48      July   Week2   2014
57       Freeze            M4            Chittagong      Bogra   66      July   Week2   2014
157       RAM            M8            Mymensingh      Bogra   49      July   Week2   2014
132       Watch            M8            Rangpur      Bogra   67      July   Week2   2014
146       Fan            M9            Barisal      Bogra   97      July   Week2   2014
149       RAM            M1            Khulna      Bogra   79      July   Week2   2014
92       Watch            M1            Chittagong      Bogra   23      July   Week2   2014
138       Motor            M6            Mymensingh      Bogra   114      July   Week3   2014
82       CPU            M9            Barisal      Bogra   78      July   Week3   2014
103       Car            M8            Chittagong      Bogra   83      July   Week3   2014
181       Car            M4            Dhaka      Bogra   58      July   Week3   2014
112       CPU            M0            Jessore      Bogra   56      July   Week3   2014
72       Watch            M7            Mymensingh      Bogra   32      July   Week3   2014
79       Fan            M3            Sylhet      Bogra   61      July   Week3   2014
57       Freeze            M4            Mymensingh      Bogra   109      July   Week3   2014
99       Fan            M7            Chittagong      Bogra   45      July   Week3   2014
177       Computer            M0            Rangpur      Bogra   99      July   Week3   2014
134       RAM            M6            Rajshahi      Bogra   34      July   Week4   2014
77       CPU            M3            Jessore      Bogra   69      July   Week4   2014
125       CPU            M4            Mymensingh      Bogra   69      July   Week4   2014
189       Fan            M8            Bogra      Bogra   54      July   Week4   2014
87       Mobile            M3            Barisal      Bogra   26      July   Week4   2014
164       Mobile            M4            Rajshahi      Bogra   34      July   Week4   2014
42       RAM            M5            Chittagong      Bogra   87      July   Week4   2014
181       Car            M4            Mymensingh      Bogra   79      July   Week4   2014
59       Motor            M2            Rangpur      Bogra   29      July   Week4   2014
77       CPU            M3            Rajshahi      Bogra   68      July   Week4   2014
36       Motor            M8            Mymensingh      Bogra   61      July   Week1   2014
111       Car            M0            Rangpur      Bogra   24      July   Week1   2014
80       Car            M3            Jessore      Bogra   43      July   Week1   2014
116       Motor            M0            Barisal      Bogra   39      July   Week1   2014
36       Motor            M8            Jessore      Bogra   89      July   Week1   2014
60       Fan            M6            Jessore      Bogra   42      July   Week1   2014
72       Watch            M7            Rangpur      Bogra   63      July   Week1   2014
149       RAM            M1            Barisal      Bogra   86      July   Week1   2014
36       Motor            M8            Sylhet      Bogra   71      July   Week1   2014
164       Mobile            M4            Khulna      Bogra   21      July   Week1   2014
106       Fan            M4            Mymensingh      Bogra   94      July   Week2   2014
116       Motor            M0            Rajshahi      Bogra   82      July   Week2   2014
177       Computer            M0            Sylhet      Bogra   81      July   Week2   2014
112       CPU            M0            Jessore      Bogra   56      July   Week2   2014
88       Fan            M1            Rajshahi      Bogra   45      July   Week2   2014
42       RAM            M5            Jessore      Bogra   107      July   Week2   2014
100       TV            M8            Rangpur      Bogra   58      July   Week2   2014
103       Car            M8            Jessore      Bogra   109      July   Week2   2014
139       CPU            M5            Sylhet      Bogra   53      July   Week2   2014
37       Motor            M9            Mymensingh      Bogra   73      July   Week2   2014
106       Fan            M4            Mymensingh      Bogra   113      August   Week1   2014
81       Watch            M6            Barisal      Bogra   78      August   Week1   2014
145       TV            M0            Mymensingh      Bogra   101      August   Week1   2014
156       Freeze            M8            Rangpur      Bogra   64      August   Week1   2014
140       Car            M9            Mymensingh      Bogra   59      August   Week1   2014
133       Freeze            M5            Jessore      Bogra   32      August   Week1   2014
116       Motor            M0            Rajshahi      Bogra   36      August   Week1   2014
162       Freeze            M9            Jessore      Bogra   35      August   Week1   2014
101       Freeze            M6            Jessore      Bogra   48      August   Week1   2014
74       Car            M7            Rajshahi      Bogra   43      August   Week1   2014
120       Watch            M9            Jessore      Bogra   77      August   Week2   2014
59       Motor            M2            Barisal      Bogra   108      August   Week2   2014
57       Freeze            M4            Mymensingh      Bogra   32      August   Week2   2014
157       RAM            M8            Khulna      Bogra   87      August   Week2   2014
104       Computer            M7            Bogra      Bogra   45      August   Week2   2014
100       TV            M8            Sylhet      Bogra   77      August   Week2   2014
172       Watch            M4            Mymensingh      Bogra   34      August   Week2   2014
52       Fan            M2            Dhaka      Bogra   107      August   Week2   2014
92       Watch            M1            Dhaka      Bogra   32      August   Week2   2014
95       CPU            M7            Bogra      Bogra   71      August   Week2   2014
104       Computer            M7            Khulna      Bogra   48      August   Week3   2014
72       Watch            M7            Mymensingh      Bogra   52      August   Week3   2014
99       Fan            M7            Rangpur      Bogra   98      August   Week3   2014
72       Watch            M7            Jessore      Bogra   57      August   Week3   2014
118       RAM            M9            Jessore      Bogra   36      August   Week3   2014
63       Freeze            M1            Khulna      Bogra   107      August   Week3   2014
37       Motor            M9            Mymensingh      Bogra   43      August   Week3   2014
54       Computer            M9            Rajshahi      Bogra   37      August   Week3   2014
72       Watch            M7            Jessore      Bogra   31      August   Week3   2014
189       Fan            M8            Chittagong      Bogra   57      August   Week3   2014
120       Watch            M9            Barisal      Bogra   66      August   Week4   2014
100       TV            M8            Rajshahi      Bogra   117      August   Week4   2014
37       Motor            M9            Sylhet      Bogra   101      August   Week4   2014
154       Motor            M1            Mymensingh      Bogra   29      August   Week4   2014
36       Motor            M8            Jessore      Bogra   104      August   Week4   2014
57       Freeze            M4            Mymensingh      Bogra   38      August   Week4   2014
149       RAM            M1            Rangpur      Bogra   53      August   Week4   2014
125       CPU            M4            Rajshahi      Bogra   82      August   Week4   2014
74       Car            M7            Jessore      Bogra   65      August   Week4   2014
36       Motor            M8            Mymensingh      Bogra   48      August   Week4   2014
71       TV            M3            Rangpur      Bogra   61      August   Week1   2014
139       CPU            M5            Dhaka      Bogra   111      August   Week1   2014
36       Motor            M8            Barisal      Bogra   25      August   Week1   2014
107       RAM            M3            Mymensingh      Bogra   59      August   Week1   2014
57       Freeze            M4            Mymensingh      Bogra   71      August   Week1   2014
91       Watch            M3            Barisal      Bogra   53      August   Week1   2014
146       Fan            M9            Chittagong      Bogra   32      August   Week1   2014
145       TV            M0            Bogra      Bogra   59      August   Week1   2014
114       TV            M4            Rangpur      Bogra   64      August   Week1   2014
49       Mobile            M0            Barisal      Bogra   76      August   Week1   2014
79       Fan            M3            Jessore      Bogra   101      August   Week2   2014
57       Freeze            M4            Bogra      Bogra   67      August   Week2   2014
57       Freeze            M4            Barisal      Bogra   24      August   Week2   2014
112       CPU            M0            Rangpur      Bogra   52      August   Week2   2014
182       CPU            M2            Sylhet      Bogra   85      August   Week2   2014
103       Car            M8            Mymensingh      Bogra   108      August   Week2   2014
80       Car            M3            Bogra      Bogra   107      August   Week2   2014
107       RAM            M3            Barisal      Bogra   25      August   Week2   2014
125       CPU            M4            Dhaka      Bogra   40      August   Week2   2014
138       Motor            M6            Dhaka      Bogra   42      August   Week2   2014
80       Car            M3            Sylhet      Bogra   68      August   Week3   2014
101       Freeze            M6            Sylhet      Bogra   74      August   Week3   2014
81       Watch            M6            Khulna      Bogra   26      August   Week3   2014
59       Motor            M2            Barisal      Bogra   69      August   Week3   2014
114       TV            M4            Jessore      Bogra   104      August   Week3   2014
125       CPU            M4            Bogra      Bogra   81      August   Week3   2014
77       CPU            M3            Mymensingh      Bogra   39      August   Week3   2014
185       Car            M5            Barisal      Bogra   21      August   Week3   2014
114       TV            M4            Barisal      Bogra   43      August   Week3   2014
164       Mobile            M4            Khulna      Bogra   32      August   Week3   2014
125       CPU            M4            Sylhet      Bogra   75      August   Week4   2014
120       Watch            M9            Sylhet      Bogra   69      August   Week4   2014
37       Motor            M9            Sylhet      Bogra   21      August   Week4   2014
19       CPU            M8            Mymensingh      Bogra   80      August   Week4   2014
72       Watch            M7            Chittagong      Bogra   105      August   Week4   2014
60       Fan            M6            Jessore      Bogra   119      August   Week4   2014
107       RAM            M3            Jessore      Bogra   106      August   Week4   2014
37       Motor            M9            Mymensingh      Bogra   52      August   Week4   2014
127       Motor            M5            Bogra      Bogra   66      August   Week4   2014
114       TV            M4            Bogra      Bogra   49      August   Week4   2014
49       Mobile            M0            Khulna      Bogra   106      August   Week1   2014
107       RAM            M3            Sylhet      Bogra   110      August   Week1   2014
114       TV            M4            Jessore      Bogra   66      August   Week1   2014
42       RAM            M5            Barisal      Bogra   36      August   Week1   2014
62       CPU            M1            Chittagong      Bogra   96      August   Week1   2014
81       Watch            M6            Barisal      Bogra   84      August   Week1   2014
138       Motor            M6            Chittagong      Bogra   85      August   Week1   2014
99       Fan            M7            Mymensingh      Bogra   31      August   Week1   2014
116       Motor            M0            Chittagong      Bogra   89      August   Week1   2014
72       Watch            M7            Khulna      Bogra   75      August   Week1   2014
127       Motor            M5            Bogra      Bogra   34      August   Week2   2014
116       Motor            M0            Jessore      Bogra   88      August   Week2   2014
72       Watch            M7            Chittagong      Bogra   101      August   Week2   2014
19       CPU            M8            Mymensingh      Bogra   87      August   Week2   2014
103       Car            M8            Khulna      Bogra   99      August   Week2   2014
74       Car            M7            Jessore      Bogra   61      August   Week2   2014
26       Fan            M0            Rajshahi      Bogra   52      August   Week2   2014
138       Motor            M6            Rangpur      Bogra   96      August   Week2   2014
92       Watch            M1            Sylhet      Bogra   34      August   Week2   2014
95       CPU            M7            Chittagong      Bogra   76      August   Week2   2014
107       RAM            M3            Mymensingh      Bogra   30      September   Week1   2014
74       Car            M7            Jessore      Bogra   109      September   Week1   2014
149       RAM            M1            Sylhet      Bogra   96      September   Week1   2014
103       Car            M8            Barisal      Bogra   95      September   Week1   2014
57       Freeze            M4            Khulna      Bogra   26      September   Week1   2014
125       CPU            M4            Dhaka      Bogra   44      September   Week1   2014
125       CPU            M4            Chittagong      Bogra   77      September   Week1   2014
71       TV            M3            Jessore      Bogra   82      September   Week1   2014
138       Motor            M6            Jessore      Bogra   69      September   Week1   2014
38       Fan            M5            Sylhet      Bogra   47      September   Week1   2014
120       Watch            M9            Khulna      Bogra   77      September   Week2   2014
125       CPU            M4            Mymensingh      Bogra   107      September   Week2   2014
125       CPU            M4            Khulna      Bogra   91      September   Week2   2014
89       TV            M7            Barisal      Bogra   39      September   Week2   2014
182       CPU            M2            Sylhet      Bogra   91      September   Week2   2014
106       Fan            M4            Sylhet      Bogra   108      September   Week2   2014
172       Watch            M4            Bogra      Bogra   60      September   Week2   2014
140       Car            M9            Barisal      Bogra   76      September   Week2   2014
156       Freeze            M8            Jessore      Bogra   92      September   Week2   2014
112       CPU            M0            Jessore      Bogra   91      September   Week2   2014
82       CPU            M9            Dhaka      Bogra   80      September   Week3   2014
54       Computer            M9            Jessore      Bogra   117      September   Week3   2014
127       Motor            M5            Jessore      Bogra   84      September   Week3   2014
63       Freeze            M1            Mymensingh      Bogra   102      September   Week3   2014
103       Car            M8            Mymensingh      Bogra   58      September   Week3   2014
81       Watch            M6            Chittagong      Bogra   28      September   Week3   2014
172       Watch            M4            Khulna      Bogra   79      September   Week3   2014
62       CPU            M1            Chittagong      Bogra   53      September   Week3   2014
103       Car            M8            Sylhet      Bogra   40      September   Week3   2014
81       Watch            M6            Bogra      Bogra   103      September   Week3   2014
36       Motor            M8            Bogra      Bogra   53      September   Week4   2014
72       Watch            M7            Sylhet      Bogra   30      September   Week4   2014
63       Freeze            M1            Rajshahi      Bogra   72      September   Week4   2014
88       Fan            M1            Mymensingh      Bogra   47      September   Week4   2014
52       Fan            M2            Jessore      Bogra   89      September   Week4   2014
54       Computer            M9            Mymensingh      Bogra   20      September   Week4   2014
82       CPU            M9            Chittagong      Bogra   103      September   Week4   2014
120       Watch            M9            Sylhet      Bogra   32      September   Week4   2014
62       CPU            M1            Sylhet      Bogra   73      September   Week4   2014
72       Watch            M7            Rangpur      Bogra   78      September   Week4   2014
42       RAM            M5            Chittagong      Bogra   21      September   Week1   2014
72       Watch            M7            Rangpur      Bogra   98      September   Week1   2014
88       Fan            M1            Rangpur      Bogra   91      September   Week1   2014
116       Motor            M0            Rangpur      Bogra   65      September   Week1   2014
42       RAM            M5            Sylhet      Bogra   81      September   Week1   2014
37       Motor            M9            Rangpur      Bogra   24      September   Week1   2014
19       CPU            M8            Barisal      Bogra   104      September   Week1   2014
19       CPU            M8            Rajshahi      Bogra   45      September   Week1   2014
188       CPU            M6            Rangpur      Bogra   112      September   Week1   2014
57       Freeze            M4            Rajshahi      Bogra   92      September   Week1   2014
140       Car            M9            Mymensingh      Bogra   104      September   Week2   2014
140       Car            M9            Mymensingh      Bogra   82      September   Week2   2014
101       Freeze            M6            Rangpur      Bogra   43      September   Week2   2014
125       CPU            M4            Jessore      Bogra   84      September   Week2   2014
134       RAM            M6            Jessore      Bogra   90      September   Week2   2014
54       Computer            M9            Khulna      Bogra   79      September   Week2   2014
159       Mobile            M8            Bogra      Bogra   104      September   Week2   2014
133       Freeze            M5            Barisal      Bogra   57      September   Week2   2014
101       Freeze            M6            Bogra      Bogra   96      September   Week2   2014
89       TV            M7            Jessore      Bogra   110      September   Week2   2014
116       Motor            M0            Chittagong      Bogra   31      September   Week3   2014
88       Fan            M1            Sylhet      Bogra   98      September   Week3   2014
103       Car            M8            Sylhet      Bogra   92      September   Week3   2014
99       Fan            M7            Barisal      Bogra   49      September   Week3   2014
19       CPU            M8            Barisal      Bogra   66      September   Week3   2014
104       Computer            M7            Mymensingh      Bogra   73      September   Week3   2014
100       TV            M8            Sylhet      Bogra   119      September   Week3   2014
81       Watch            M6            Barisal      Bogra   41      September   Week3   2014
172       Watch            M4            Mymensingh      Bogra   47      September   Week3   2014
134       RAM            M6            Rangpur      Bogra   40      September   Week3   2014
91       Watch            M3            Rajshahi      Bogra   53      September   Week4   2014
177       Computer            M0            Bogra      Bogra   69      September   Week4   2014
157       RAM            M8            Rangpur      Bogra   24      September   Week4   2014
127       Motor            M5            Chittagong      Bogra   69      September   Week4   2014
71       TV            M3            Dhaka      Bogra   41      September   Week4   2014
125       CPU            M4            Rangpur      Bogra   51      September   Week4   2014
72       Watch            M7            Barisal      Bogra   107      September   Week4   2014
118       RAM            M9            Khulna      Bogra   62      September   Week4   2014
19       CPU            M8            Bogra      Bogra   33      September   Week4   2014
116       Motor            M0            Mymensingh      Bogra   41      September   Week4   2014
38       Fan            M5            Chittagong      Bogra   49      September   Week1   2014
82       CPU            M9            Jessore      Bogra   91      September   Week1   2014
72       Watch            M7            Jessore      Bogra   115      September   Week1   2014
81       Watch            M6            Bogra      Bogra   33      September   Week1   2014
120       Watch            M9            Jessore      Bogra   37      September   Week1   2014
145       TV            M0            Bogra      Bogra   34      September   Week1   2014
100       TV            M8            Sylhet      Bogra   44      September   Week1   2014
127       Motor            M5            Chittagong      Bogra   117      September   Week1   2014
164       Mobile            M4            Bogra      Bogra   97      September   Week1   2014
107       RAM            M3            Rangpur      Bogra   70      September   Week1   2014
19       CPU            M8            Jessore      Bogra   44      September   Week2   2014
89       TV            M7            Mymensingh      Bogra   58      September   Week2   2014
101       Freeze            M6            Jessore      Bogra   55      September   Week2   2014
37       Motor            M9            Bogra      Bogra   46      September   Week2   2014
99       Fan            M7            Sylhet      Bogra   79      September   Week2   2014
37       Motor            M9            Jessore      Bogra   91      September   Week2   2014
162       Freeze            M9            Chittagong      Bogra   108      September   Week2   2014
156       Freeze            M8            Barisal      Bogra   115      September   Week2   2014
37       Motor            M9            Bogra      Bogra   112      September   Week2   2014
139       CPU            M5            Bogra      Bogra   54      September   Week2   2014
125       CPU            M4            Dhaka      Bogra   24      October   Week1   2014
120       Watch            M9            Rajshahi      Bogra   33      October   Week1   2014
57       Freeze            M4            Jessore      Bogra   81      October   Week1   2014
111       Car            M0            Barisal      Bogra   85      October   Week1   2014
125       CPU            M4            Dhaka      Bogra   107      October   Week1   2014
140       Car            M9            Bogra      Bogra   23      October   Week1   2014
92       Watch            M1            Dhaka      Bogra   88      October   Week1   2014
19       CPU            M8            Rangpur      Bogra   61      October   Week1   2014
106       Fan            M4            Khulna      Bogra   60      October   Week1   2014
19       CPU            M8            Rangpur      Bogra   115      October   Week1   2014
114       TV            M4            Jessore      Bogra   110      October   Week2   2014
74       Car            M7            Barisal      Bogra   30      October   Week2   2014
164       Mobile            M4            Chittagong      Bogra   97      October   Week2   2014
37       Motor            M9            Khulna      Bogra   107      October   Week2   2014
164       Mobile            M4            Rangpur      Bogra   91      October   Week2   2014
125       CPU            M4            Barisal      Bogra   40      October   Week2   2014
80       Car            M3            Jessore      Bogra   28      October   Week2   2014
138       Motor            M6            Jessore      Bogra   32      October   Week2   2014
149       RAM            M1            Dhaka      Bogra   110      October   Week2   2014
36       Motor            M8            Mymensingh      Bogra   42      October   Week2   2014
43       TV            M6            Mymensingh      Bogra   102      October   Week3   2014
140       Car            M9            Rajshahi      Bogra   62      October   Week3   2014
177       Computer            M0            Chittagong      Bogra   21      October   Week3   2014
92       Watch            M1            Rajshahi      Bogra   62      October   Week3   2014
54       Computer            M9            Jessore      Bogra   39      October   Week3   2014
99       Fan            M7            Rajshahi      Bogra   105      October   Week3   2014
91       Watch            M3            Barisal      Bogra   110      October   Week3   2014
36       Motor            M8            Dhaka      Bogra   90      October   Week3   2014
99       Fan            M7            Chittagong      Bogra   62      October   Week3   2014
106       Fan            M4            Sylhet      Bogra   69      October   Week3   2014
103       Car            M8            Dhaka      Bogra   66      October   Week4   2014
99       Fan            M7            Rangpur      Bogra   87      October   Week4   2014
107       RAM            M3            Rangpur      Bogra   61      October   Week4   2014
82       CPU            M9            Bogra      Bogra   69      October   Week4   2014
60       Fan            M6            Chittagong      Bogra   85      October   Week4   2014
72       Watch            M7            Mymensingh      Bogra   21      October   Week4   2014
134       RAM            M6            Khulna      Bogra   66      October   Week4   2014
99       Fan            M7            Sylhet      Bogra   22      October   Week4   2014
140       Car            M9            Dhaka      Bogra   94      October   Week4   2014
51       Car            M2            Rajshahi      Bogra   91      October   Week4   2014
72       Watch            M7            Mymensingh      Bogra   74      October   Week1   2014
88       Fan            M1            Bogra      Bogra   80      October   Week1   2014
49       Mobile            M0            Bogra      Bogra   95      October   Week1   2014
106       Fan            M4            Barisal      Bogra   103      October   Week1   2014
172       Watch            M4            Bogra      Bogra   21      October   Week1   2014
62       CPU            M1            Jessore      Bogra   67      October   Week1   2014
87       Mobile            M3            Barisal      Bogra   90      October   Week1   2014
133       Freeze            M5            Sylhet      Bogra   31      October   Week1   2014
99       Fan            M7            Barisal      Bogra   43      October   Week1   2014
82       CPU            M9            Bogra      Bogra   75      October   Week1   2014
72       Watch            M7            Chittagong      Bogra   84      October   Week2   2014
156       Freeze            M8            Chittagong      Bogra   20      October   Week2   2014
107       RAM            M3            Jessore      Bogra   115      October   Week2   2014
140       Car            M9            Khulna      Bogra   99      October   Week2   2014
150       Watch            M0            Rangpur      Bogra   89      October   Week2   2014
92       Watch            M1            Sylhet      Bogra   50      October   Week2   2014
154       Motor            M1            Chittagong      Bogra   114      October   Week2   2014
74       Car            M7            Jessore      Bogra   40      October   Week2   2014
189       Fan            M8            Barisal      Bogra   81      October   Week2   2014
134       RAM            M6            Chittagong      Bogra   104      October   Week2   2014
60       Fan            M6            Bogra      Bogra   89      October   Week3   2014
154       Motor            M1            Bogra      Bogra   99      October   Week3   2014
82       CPU            M9            Khulna      Bogra   43      October   Week3   2014
49       Mobile            M0            Khulna      Bogra   104      October   Week3   2014
172       Watch            M4            Chittagong      Bogra   54      October   Week3   2014
37       Motor            M9            Mymensingh      Bogra   81      October   Week3   2014
107       RAM            M3            Barisal      Bogra   61      October   Week3   2014
118       RAM            M9            Sylhet      Bogra   72      October   Week3   2014
88       Fan            M1            Sylhet      Bogra   97      October   Week3   2014
57       Freeze            M4            Barisal      Bogra   61      October   Week3   2014
19       CPU            M8            Dhaka      Bogra   89      October   Week4   2014
89       TV            M7            Barisal      Bogra   69      October   Week4   2014
87       Mobile            M3            Bogra      Bogra   76      October   Week4   2014
80       Car            M3            Rangpur      Bogra   86      October   Week4   2014
51       Car            M2            Jessore      Bogra   52      October   Week4   2014
52       Fan            M2            Chittagong      Bogra   91      October   Week4   2014
